pdb_id,pdb_id_2,chain_1_elements,chain_2_elements,chain_2.1,total_chains,chain_1_id,chain_2_id,chain_1,chain_2,chain_1_protein_name,chain_2_protein_name,chain_1_organism,chain_2_organism,chain_1_aa_len,chain_2_aa_len,percent_of_simmilariry,protein_pair_type,chain_1.1
5X6V,5X6V_2_5,B,E,5,"B,E",5X6V_2,5X6V_5,2,5,Ragulator complex protein LAMTOR2,Ragulator complex protein LAMTOR1,Homo sapiens (9606),Homo sapiens (9606),125,123,22.1674876847291,heteromeric proteins,2
5X6V,5X6V_2_6,B,F,6,"B,F",5X6V_2,5X6V_6,2,6,Ragulator complex protein LAMTOR2,Ras-related GTP-binding protein A,Homo sapiens (9606),Homo sapiens (9606),125,135,20.3703703703704,heteromeric proteins,2
4C2M,4C2M_12_6,"I,M,X","F,U,B,Q",6,"I,M,X,F,U,B,Q",4C2M_12,4C2M_6,12,6,DNA-DIRECTED RNA POLYMERASE I SUBUNIT RPA12,DNA-DIRECTED RNA POLYMERASE I SUBUNIT RPA135,SACCHAROMYCES CEREVISIAE (4932),SACCHAROMYCES CEREVISIAE (4932),125,1203,8.94175553732568,heteromeric proteins,12
4C2M,4C2M_12_5,"I,M,X","E,T,A,P",5,"I,M,X,E,T,A,P",4C2M_12,4C2M_5,12,5,DNA-DIRECTED RNA POLYMERASE I SUBUNIT RPA12,DNA-DIRECTED RNA POLYMERASE I SUBUNIT RPA190,SACCHAROMYCES CEREVISIAE (4932),SACCHAROMYCES CEREVISIAE (4932),125,1664,6.99760765550239,heteromeric proteins,12
4C2M,4C2M_12_3,"I,M,X","3,N,R,C",3,"I,M,X,3,N,R,C",4C2M_12,4C2M_3,12,3,DNA-DIRECTED RNA POLYMERASE I SUBUNIT RPA12,DNA-DIRECTED RNA POLYMERASE I SUBUNIT RPA34,SACCHAROMYCES CEREVISIAE (4932),SACCHAROMYCES CEREVISIAE (4932),125,233,19.7324414715719,heteromeric proteins,12
4C2M,4C2M_12_4,"I,M,X","S,K,Z,G,O,D,4,V",4,"I,M,X,S,K,Z,G,O,D,4,V",4C2M_12,4C2M_4,12,4,DNA-DIRECTED RNA POLYMERASE I SUBUNIT RPA12,DNA-DIRECTED RNA POLYMERASE I SUBUNIT RPA43,SACCHAROMYCES CEREVISIAE (4932),SACCHAROMYCES CEREVISIAE (4932),125,326,17.1428571428571,heteromeric proteins,12
4C2M,4C2M_12_2,"I,M,X","M,B,Q,2",2,"I,M,X,M,B,Q,2",4C2M_12,4C2M_2,12,2,DNA-DIRECTED RNA POLYMERASE I SUBUNIT RPA12,DNA-DIRECTED RNA POLYMERASE I SUBUNIT RPA49,SACCHAROMYCES CEREVISIAE (4932),SACCHAROMYCES CEREVISIAE (4932),125,415,18.4210526315789,heteromeric proteins,12
4C2M,4C2M_12_14,"I,M,X","K,Z,O",14,"I,M,X,K,Z,O",4C2M_12,4C2M_14,12,14,DNA-DIRECTED RNA POLYMERASE I SUBUNIT RPA12,DNA-DIRECTED RNA POLYMERASES I AND III SUBUNIT RPAC2,SACCHAROMYCES CEREVISIAE (4932),SACCHAROMYCES CEREVISIAE (4932),125,142,18.6666666666667,heteromeric proteins,12
4C2M,4C2M_12_9,"I,M,X","I,E,X,T",9,"I,M,X,I,E,X,T",4C2M_12,4C2M_9,12,9,DNA-DIRECTED RNA POLYMERASE I SUBUNIT RPA12,"DNA-DIRECTED RNA POLYMERASES I, II, AND III SUBUNIT RPABC 1",SACCHAROMYCES CEREVISIAE (4932),SACCHAROMYCES CEREVISIAE (4932),125,215,19.2982456140351,heteromeric proteins,12
4C2M,4C2M_12_13,"I,M,X","Y,N,J",13,"I,M,X,Y,N,J",4C2M_12,4C2M_13,12,13,DNA-DIRECTED RNA POLYMERASE I SUBUNIT RPA12,"DNA-DIRECTED RNA POLYMERASES I, II, AND III SUBUNIT RPABC 5",SACCHAROMYCES CEREVISIAE (4932),SACCHAROMYCES CEREVISIAE (4932),125,70,18.9024390243902,heteromeric proteins,12
1P84,1P84_7_9,G,I,9,"G,I",1P84_7,1P84_9,7,9,Ubiquinol-cytochrome C reductase complex 14 kDa protein,Ubiquinol-cytochrome C reductase complex 7.3 kDa protein,Saccharomyces cerevisiae (4932),Saccharomyces cerevisiae (4932),125,55,17.6470588235294,heteromeric proteins,7
6B9X,6B9X_3_5,C,E,5,"C,E",6B9X_3,6B9X_5,3,5,Ragulator complex protein LAMTOR3,Hepatitis B virus x interacting protein,Homo sapiens (9606),Homo sapiens (9606),124,173,22.2222222222222,heteromeric proteins,3
5Y39,5Y39_3_5,"C,H","E,J",5,"C,H,E,J",5Y39_3,5Y39_5,3,5,Ragulator complex protein LAMTOR3,Ragulator complex protein LAMTOR5,Homo sapiens (9606),Homo sapiens (9606),124,90,20.2247191011236,heteromeric proteins,3
6UI1,6UI1_2_4,B,D,4,"B,D",6UI1_2,6UI1_4,2,4,ciA-H7,ciA-B5,Vicugna pacos (30538),Vicugna pacos (30538),123,130,47.953216374269,heteromeric proteins,2
6UI1,6UI1_2_3,B,C,3,"B,C",6UI1_2,6UI1_3,2,3,ciA-H7,ciA-D12,Vicugna pacos (30538),Vicugna pacos (30538),123,134,52.9761904761905,heteromeric proteins,2
7L6V,7L6V_4_6,D,F,6,"D,F",7L6V_4,7L6V_6,4,6,JPU-H7,JPU-D12,Vicugna pacos (30538),Vicugna pacos (30538),122,130,52.7272727272727,heteromeric proteins,4
7L6V,7L6V_2_3,B,C,3,"B,C",7L6V_2,7L6V_3,2,3,JPU-C1,JPU-A5,Vicugna pacos (30538),Vicugna pacos (30538),122,127,50,heteromeric proteins,2
7L6V,7L6V_2_6,B,F,6,"B,F",7L6V_2,7L6V_6,2,6,JPU-C1,JPU-D12,Vicugna pacos (30538),Vicugna pacos (30538),122,130,56.5217391304348,heteromeric proteins,2
7L6V,7L6V_2_4,B,D,4,"B,D",7L6V_2,7L6V_4,2,4,JPU-C1,JPU-H7,Vicugna pacos (30538),Vicugna pacos (30538),122,122,53.4591194968554,heteromeric proteins,2
1K83,1K83_7_3,I,C,3,"I,C",1K83_7,1K83_3,7,3,DNA-DIRECTED RNA POLYMERASE II 14.2KD POLYPEPTIDE,DNA-DIRECTED RNA POLYMERASE II 45KD POLYPEPTIDE,SACCHAROMYCES CEREVISIAE (4932),SACCHAROMYCES CEREVISIAE (4932),122,318,17.9624664879357,heteromeric proteins,7
8UMO,8UMO_3_4,J,K,4,"J,K",8UMO_3,8UMO_4,3,4,"Killer cell lectin-like receptor, subfamily D, member 1","Killer cell lectin-like receptor subfamily C, member 1",Mus musculus (10090),Mus musculus (10090),120,117,26.7379679144385,heteromeric proteins,3
5XJL,5XJL_2_4,"B,A",E,4,"B,A,E",5XJL_2,5XJL_4,2,4,Small nuclear ribonucleoprotein Sm D1,Small nuclear ribonucleoprotein E,Homo sapiens (9606),Homo sapiens (9606),119,92,19.2090395480226,heteromeric proteins,2
5XJL,5XJL_2_5,"B,A","F,E",5,"B,A,F,E",5XJL_2,5XJL_5,2,5,Small nuclear ribonucleoprotein Sm D1,Small nuclear ribonucleoprotein F,Homo sapiens (9606),Homo sapiens (9606),119,86,19.8830409356725,heteromeric proteins,2
5XJL,5XJL_2_6,"B,A","F,G",6,"B,A,F,G",5XJL_2,5XJL_6,2,6,Small nuclear ribonucleoprotein Sm D1,Small nuclear ribonucleoprotein G,Homo sapiens (9606),Homo sapiens (9606),119,76,23.4177215189873,heteromeric proteins,2
5XJL,5XJL_2_7,"B,A","M,G",7,"B,A,M,G",5XJL_2,5XJL_7,2,7,Small nuclear ribonucleoprotein Sm D1,Survival motor neuron protein,Homo sapiens (9606),Homo sapiens (9606),119,37,11.4285714285714,heteromeric proteins,2
8FY0,8FY0_2_4,B,D,4,"B,D",8FY0_2,8FY0_4,2,4,Elongin-B,Bcl-2-like protein 1,Homo sapiens (9606),Homo sapiens (9606),118,232,18.2432432432432,heteromeric proteins,2
6P59,6P59_2_4,"F,B,W,D","F,B,D",4,"F,B,W,D,F,B,D",6P59_2,6P59_4,2,4,Elongin-B,Virion infectivity factor,Homo sapiens (9606),Simian immunodeficiency virus (11723),118,220,19.8581560283688,heteromeric proteins,2
5XJL,5XJL_3_4,B,E,4,"B,E",5XJL_3,5XJL_4,3,4,Small nuclear ribonucleoprotein Sm D2,Small nuclear ribonucleoprotein E,Homo sapiens (9606),Homo sapiens (9606),118,92,22.093023255814,heteromeric proteins,3
5XJL,5XJL_3_5,B,"F,E",5,"B,F,E",5XJL_3,5XJL_5,3,5,Small nuclear ribonucleoprotein Sm D2,Small nuclear ribonucleoprotein F,Homo sapiens (9606),Homo sapiens (9606),118,86,24.390243902439,heteromeric proteins,3
5XJL,5XJL_3_7,B,"M,G",7,"B,M,G",5XJL_3,5XJL_7,3,7,Small nuclear ribonucleoprotein Sm D2,Survival motor neuron protein,Homo sapiens (9606),Homo sapiens (9606),118,37,13.1386861313869,heteromeric proteins,3
4JGH,4JGH_2_4,B,D,4,"B,D",4JGH_2,4JGH_4,2,4,Transcription elongation factor B polypeptide 2,Cullin-5,Mus musculus (10090),Homo sapiens (9606),118,378,16.7058823529412,heteromeric proteins,2
2P22,2P22_2_4,B,D,4,"B,D",2P22_2,2P22_4,2,4,Vacuolar protein sorting-associated protein 28,Hypothetical 12.0 kDa protein in ADE3-SER2 intergenic region,Saccharomyces cerevisiae (4932),Saccharomyces cerevisiae (4932),118,79,20.8588957055215,heteromeric proteins,2
2P22,2P22_2_3,B,C,3,"B,C",2P22_2,2P22_3,2,3,Vacuolar protein sorting-associated protein 28,Protein SRN2,Saccharomyces cerevisiae (4932),Saccharomyces cerevisiae (4932),118,192,22.0472440944882,heteromeric proteins,2
1LQB,1LQB_1_4,A,D,4,"A,D",1LQB_1,1LQB_4,1,4,Elongin B,Hypoxia-inducible factor 1 ALPHA,Homo sapiens (9606),,118,34,16.030534351145,heteromeric proteins,1
7KDF,7KDF_4_5,D,E,5,"D,E",7KDF_4,7KDF_5,4,5,"SPC25 isoform 1,SPC25 isoform 1",STU2,Saccharomyces cerevisiae (4932),Saccharomyces cerevisiae (4932),115,33,14.7286821705426,heteromeric proteins,4
4M78,4M78_6_7,"F,M","N,G",7,"F,M,N,G",4M78_6,4M78_7,6,7,U6 snRNA-associated Sm-like protein LSm7,U6 snRNA-associated Sm-like protein LSm4,Saccharomyces cerevisiae (559292),Saccharomyces cerevisiae (559292),115,93,24.5508982035928,heteromeric proteins,6
4C92,4C92_4_6,D,F,6,"D,F",4C92_4,4C92_6,4,6,U6 SNRNA-ASSOCIATED SM-LIKE PROTEIN LSM4,U6 SNRNA-ASSOCIATED SM-LIKE PROTEIN LSM6,SACCHAROMYCES CEREVISIAE (4932),SACCHAROMYCES CEREVISIAE (4932),114,86,21.9512195121951,heteromeric proteins,4
4C92,4C92_4_7,D,G,7,"D,G",4C92_4,4C92_7,4,7,U6 SNRNA-ASSOCIATED SM-LIKE PROTEIN LSM4,U6 SNRNA-ASSOCIATED SM-LIKE PROTEIN LSM7,SACCHAROMYCES CEREVISIAE (4932),SACCHAROMYCES CEREVISIAE (4932),114,115,23.7837837837838,heteromeric proteins,4
5J9U,5J9U_2_4,"I,B,F,J","K,H,D",4,"I,B,F,J,K,H,D",5J9U_2,5J9U_4,2,4,Chromatin modification-related protein EAF6,Chromatin modification-related protein YNG2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (559292),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (559292),113,120,20.1030927835052,heteromeric proteins,2
5J9U,5J9U_2_3,"I,B,F,J","F,N,G,C",3,"I,B,F,J,F,N,G,C",5J9U_2,5J9U_3,2,3,Chromatin modification-related protein EAF6,Enhancer of polycomb-like protein 1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (559292),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (559292),113,351,15.71072319202,heteromeric proteins,2
2OL3,2OL3_2_3,B,H,3,"B,H",2OL3_2,2OL3_3,2,3,BM3.3 T-CELL RECEPTOR BETA-CHAIN,ALLOGENEIC H-2KBM8 MHC CLASS I MOLECULE,Mus musculus (10090),Mus musculus (10090),113,279,18.7878787878788,heteromeric proteins,2
6P59,6P59_3_4,"E,Z,C","F,B,D",4,"E,Z,C,F,B,D",6P59_3,6P59_4,3,4,Elongin-C,Virion infectivity factor,Homo sapiens (9606),Simian immunodeficiency virus (11723),112,220,18.5714285714286,heteromeric proteins,3
3VH5,3VH5_3_4,T,"W,D",4,"T,W,D",3VH5_3,3VH5_4,3,4,CENP-T,CENP-W,Gallus gallus (9031),Gallus gallus (9031),111,77,22.0779220779221,heteromeric proteins,3
7TAY,7TAY_6_11,F,K,11,"F,K",7TAY_6,7TAY_11,6,11,Cytochrome b-c1 complex subunit 7,Cytochrome b-c1 complex subunit 10,Bos taurus (9913),Bos taurus (9913),110,56,18.5714285714286,heteromeric proteins,6
7TAY,7TAY_6_10,F,J,10,"F,J",7TAY_6,7TAY_10,6,10,Cytochrome b-c1 complex subunit 7,Cytochrome b-c1 complex subunit 9,Bos taurus (9913),Bos taurus (9913),110,63,20.979020979021,heteromeric proteins,6
6YPC,6YPC_1_3,K,T,3,"K,T",6YPC_1,6YPC_3,1,3,Inner kinetochore subunit MCM22,Inner kinetochore subunit CNN1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (559292),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (559292),110,367,18.3622828784119,heteromeric proteins,1
6YPC,6YPC_1_5,K,I,5,"K,I",6YPC_1,6YPC_5,1,5,Inner kinetochore subunit MCM22,Inner kinetochore subunit CTF3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (559292),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (559292),110,251,20.3333333333333,heteromeric proteins,1
6YPC,6YPC_1_2,K,H,2,"K,H",6YPC_1,6YPC_2,1,2,Inner kinetochore subunit MCM22,Inner kinetochore subunit MCM16,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (559292),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (559292),110,46,19.0839694656489,heteromeric proteins,1
6YPC,6YPC_1_4,K,W,4,"K,W",6YPC_1,6YPC_4,1,4,Inner kinetochore subunit MCM22,Inner kinetochore subunit WIP1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (559292),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (559292),110,89,23.6024844720497,heteromeric proteins,1
3L74,3L74_6_9,"F,P,S","I,V,S",9,"F,P,S,I,V,S",3L74_6,3L74_9,6,9,MITOCHONDRIAL UBIQUINOL-CYTOCHROME C REDUCTASE 14 KDA PROTEIN,"CYTOCHROME B-C1 COMPLEX SUBUNIT RIESKE, MITOCHONDRIAL",GALLUS GALLUS (9031),GALLUS GALLUS (9031),110,47,11.3475177304965,heteromeric proteins,6
3L74,3L74_6_7,"F,P,S","Q,G,T",7,"F,P,S,Q,G,T",3L74_6,3L74_7,6,7,MITOCHONDRIAL UBIQUINOL-CYTOCHROME C REDUCTASE 14 KDA PROTEIN,MITOCHONDRIAL UBIQUINOL-CYTOCHROME C REDUCTASE UBIQUINONE-BINDING PROTEIN QP-C,GALLUS GALLUS (9031),GALLUS GALLUS (9031),110,81,19.375,heteromeric proteins,6
2ICW,2ICW_5_6,"I,K","L,J",6,"I,K,L,J",2ICW_5,2ICW_6,5,6,T-cell receptor alpha chain V,T-cell receptor beta chain V,Mus musculus (10090),Mus musculus (10090),110,113,28.1609195402299,heteromeric proteins,5
1NTK,1NTK_6_9,F,I,9,"F,I",1NTK_6,1NTK_9,6,9,Ubiquinol-cytochrome C reductase complex 14 kDa protein,Ubiquinol-cytochrome C reductase 8 kDa protein,Bos taurus (9913),Bos taurus (9913),110,57,21.0144927536232,heteromeric proteins,6
5JH5,5JH5_3_4,C,D,4,"C,D",5JH5_3,5JH5_4,3,4,Polycomb group RING finger protein 1,BCL-6 corepressor-like protein 1,Homo sapiens (9606),Homo sapiens (9606),109,122,22.8723404255319,heteromeric proteins,3
2DYR,2DYR_5_9,"R,E","I,V",9,"R,E,I,V",2DYR_5,2DYR_9,5,9,Cytochrome c oxidase polypeptide Va,Cytochrome c oxidase polypeptide VIc,Bos taurus (9913),Bos taurus (9913),109,73,20.5298013245033,heteromeric proteins,5
2DYR,2DYR_5_6,"R,E","F,S",6,"R,E,F,S",2DYR_5,2DYR_6,5,6,Cytochrome c oxidase polypeptide Va,Cytochrome c oxidase polypeptide Vb,Bos taurus (9913),Bos taurus (9913),109,98,23.2142857142857,heteromeric proteins,5
7RYO,7RYO_2_4,B,D,4,"B,D",7RYO_2,7RYO_4,2,4,Beta-2-microglobulin,"T cell receptor delta variable 1,T cell receptor alpha chain constant",Homo sapiens (9606),Homo sapiens (9606),108,209,20.0757575757576,heteromeric proteins,2
7RYO,7RYO_2_3,B,C,3,"B,C",7RYO_2,7RYO_3,2,3,Beta-2-microglobulin,"T cell receptor gamma variable 4,T cell receptor beta constant 1",Homo sapiens (9606),Homo sapiens (9606),108,248,19.4630872483221,heteromeric proteins,2
7B0I,7B0I_4_3,D,C,3,"D,C",7B0I_4,7B0I_3,4,3,PHD finger-like domain-containing protein 5A,Splicing factor 3B subunit 1,Homo sapiens (9606),Homo sapiens (9606),108,852,10.3448275862069,heteromeric proteins,4
7B0I,7B0I_4_1,D,A,1,"D,A",7B0I_4,7B0I_1,4,1,PHD finger-like domain-containing protein 5A,"Splicing factor 3B subunit 3,Splicing factor 3B subunit 3,Splicing factor 3B subunit 3",Homo sapiens (9606),Homo sapiens (9606),108,899,9.81461286804798,heteromeric proteins,4
7B0I,7B0I_4_2,D,B,2,"D,B",7B0I_4,7B0I_2,4,2,PHD finger-like domain-containing protein 5A,Splicing factor 3B subunit 5,Homo sapiens (9606),Homo sapiens (9606),108,86,17.5757575757576,heteromeric proteins,4
6C09,6C09_2_3,B,C,3,"B,C",6C09_2,6C09_3,2,3,Beta-2-microglobulin,3C8 T cell receptor alpha-chain,Homo sapiens (9606),Homo sapiens (9606),108,205,19.4656488549618,heteromeric proteins,2
7KBR,7KBR_2_4,"B,J,H","D,B,H",4,"B,J,H,D,B,H",7KBR_2,7KBR_4,2,4,Neutral alpha-glucosidase AB Trypsin-cleaved Fragment #2,Glucosidase 2 subunit beta,Mus musculus (10090),Mus musculus (10090),107,134,20.5,heteromeric proteins,2
7KBR,7KBR_2_3,"B,J,H","A,G,C",3,"B,J,H,A,G,C",7KBR_2,7KBR_3,2,3,Neutral alpha-glucosidase AB Trypsin-cleaved Fragment #2,Neutral alpha-glucosidase AB Trypsin-cleaved Fragment #3,Mus musculus (10090),Mus musculus (10090),107,609,13.1121642969984,heteromeric proteins,2
6YN1,6YN1_1_5,"U,K,Z,e,F,P,A,j","i,n,Y,O,J,E,d,T",5,"U,K,Z,e,F,P,A,j,i,n,Y,O,J,E,d,T",6YN1_1,6YN1_5,1,5,Histone H2A,Aprataxin and PNK-like factor,Xenopus laevis (8355),Homo sapiens (9606),107,43,14.5038167938931,heteromeric proteins,1
6YN1,6YN1_1_2,"U,K,Z,e,F,P,A,j","f,k,G,L,B,Q,a,V",2,"U,K,Z,e,F,P,A,j,f,k,G,L,B,Q,a,V",6YN1_1,6YN1_2,1,2,Histone H2A,Histone H2B,Xenopus laevis (8355),Xenopus laevis (8355),107,100,24.6987951807229,heteromeric proteins,1
6YN1,6YN1_1_3,"U,K,Z,e,F,P,A,j","M,R,g,C,H,b,l,W",3,"U,K,Z,e,F,P,A,j,M,R,g,C,H,b,l,W",6YN1_1,6YN1_3,1,3,Histone H2A,Histone H3,Xenopus laevis (8355),Xenopus laevis (8355),107,99,22.6190476190476,heteromeric proteins,1
6YN1,6YN1_1_4,"U,K,Z,e,F,P,A,j","c,S,h,m,D,I,N,X",4,"U,K,Z,e,F,P,A,j,c,S,h,m,D,I,N,X",6YN1_1,6YN1_4,1,4,Histone H2A,Histone H4,Xenopus laevis (8355),Xenopus laevis (8355),107,84,23.2258064516129,heteromeric proteins,1
6Q0R,6Q0R_4_2,D,B,2,"D,B",6Q0R_4,6Q0R_2,4,2,RNA-binding protein 39,DDB1- and CUL4-associated factor 15,Homo sapiens (9606),Homo sapiens (9606),107,276,20.820189274448,heteromeric proteins,4
6Q0R,6Q0R_4_5,D,E,5,"D,E",6Q0R_4,6Q0R_5,4,5,RNA-binding protein 39,DET1- and DDB1-associated protein 1,Homo sapiens (9606),Homo sapiens (9606),107,126,31.638418079096,heteromeric proteins,4
7D5X,7D5X_5_1,"R,E","N,A",1,"R,E,N,A",7D5X_5,7D5X_1,5,1,"Cytochrome c oxidase subunit 5A, mitochondrial",Cytochrome c oxidase subunit 1,Bos taurus (9913),Bos taurus (9913),105,514,12.956204379562,heteromeric proteins,5
7D5X,7D5X_5_2,"R,E","B,O",2,"R,E,B,O",7D5X_5,7D5X_2,5,2,"Cytochrome c oxidase subunit 5A, mitochondrial",Cytochrome c oxidase subunit 2,Bos taurus (9913),Bos taurus (9913),105,227,18.5714285714286,heteromeric proteins,5
7D5X,7D5X_5_3,"R,E","P,C",3,"R,E,P,C",7D5X_5,7D5X_3,5,3,"Cytochrome c oxidase subunit 5A, mitochondrial",Cytochrome c oxidase subunit 3,Bos taurus (9913),Bos taurus (9913),105,259,17.0418006430868,heteromeric proteins,5
5IY5,5IY5_14_2,"2,1","B,O",2,"2,1,B,O",5IY5_14,5IY5_2,14,2,Cytochrome c,Cytochrome c oxidase subunit 2,Equus caballus (9796),Bos taurus (9913),105,227,17.3144876325088,heteromeric proteins,14
5IY5,5IY5_14_4,"2,1","Q,D",4,"2,1,Q,D",5IY5_14,5IY5_4,14,4,Cytochrome c,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",Equus caballus (9796),Bos taurus (9913),105,144,20.2898550724638,heteromeric proteins,14
5IY5,5IY5_14_5,"2,1","R,E",5,"2,1,R,E",5IY5_14,5IY5_5,14,5,Cytochrome c,"Cytochrome c oxidase subunit 5A, mitochondrial",Equus caballus (9796),Bos taurus (9913),105,105,20.6896551724138,heteromeric proteins,14
5IY5,5IY5_14_6,"2,1","F,S",6,"2,1,F,S",5IY5_14,5IY5_6,14,6,Cytochrome c,"Cytochrome c oxidase subunit 5B, mitochondrial",Equus caballus (9796),Bos taurus (9913),105,98,22.289156626506,heteromeric proteins,14
5IY5,5IY5_14_7,"2,1","G,T",7,"2,1,G,T",5IY5_14,5IY5_7,14,7,Cytochrome c,"Cytochrome c oxidase subunit 6A2, mitochondrial",Equus caballus (9796),Bos taurus (9913),105,84,18.125,heteromeric proteins,14
5IY5,5IY5_14_8,"2,1","U,H",8,"2,1,U,H",5IY5_14,5IY5_8,14,8,Cytochrome c,Cytochrome c oxidase subunit 6B1,Equus caballus (9796),Bos taurus (9913),105,79,17.1974522292994,heteromeric proteins,14
4C92,4C92_2_3,B,C,3,"B,C",4C92_2,4C92_3,2,3,U6 SNRNA-ASSOCIATED SM-LIKE PROTEIN LSM2,U6 SNRNA-ASSOCIATED SM-LIKE PROTEIN LSM3,SACCHAROMYCES CEREVISIAE (4932),SACCHAROMYCES CEREVISIAE (4932),105,89,25.1612903225806,heteromeric proteins,2
4C92,4C92_2_5,B,E,5,"B,E",4C92_2,4C92_5,2,5,U6 SNRNA-ASSOCIATED SM-LIKE PROTEIN LSM2,U6 SNRNA-ASSOCIATED SM-LIKE PROTEIN LSM5,SACCHAROMYCES CEREVISIAE (4932),SACCHAROMYCES CEREVISIAE (4932),105,93,22.2222222222222,heteromeric proteins,2
4C92,4C92_2_7,B,G,7,"B,G",4C92_2,4C92_7,2,7,U6 SNRNA-ASSOCIATED SM-LIKE PROTEIN LSM2,U6 SNRNA-ASSOCIATED SM-LIKE PROTEIN LSM7,SACCHAROMYCES CEREVISIAE (4932),SACCHAROMYCES CEREVISIAE (4932),105,115,24.2937853107345,heteromeric proteins,2
7VCQ,7VCQ_2_4,"E,B,H",K,4,"E,B,H,K",7VCQ_2,7VCQ_4,2,4,Histone H4,Tegument protein BKRF4,Homo sapiens (9606),Epstein-Barr virus (strain AG876) (82830),103,70,13.0718954248366,heteromeric proteins,2
7DKH,7DKH_2_3,"F,B,J","K,G,C",3,"F,B,J,K,G,C",7DKH_2,7DKH_3,2,3,RNA polymerase II-associated protein 1,Cell division control protein 73,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (559292),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (559292),103,57,19.4029850746269,heteromeric proteins,2
7V1M,7V1M_2_3,"E,B,C","F,C,D",3,"E,B,C,F,C,D",7V1M_2,7V1M_3,2,3,Histone H4,Histone chaperone ASF1B,Homo sapiens (9606),Homo sapiens (9606),102,158,17.1171171171171,heteromeric proteins,2
7V1M,7V1M_2_4,"E,B,C","G,H",4,"E,B,C,G,H",7V1M_2,7V1M_4,2,4,Histone H4,Isoform 2 of Nuclear autoantigenic sperm protein,Homo sapiens (9606),Homo sapiens (9606),102,235,18.6619718309859,heteromeric proteins,2
5JA4,5JA4_2_4,B,D,4,"B,D",5JA4_2,5JA4_4,2,4,Histone H4,Tonsoku-like protein,Homo sapiens (9606),Homo sapiens (9606),102,181,21.4592274678112,heteromeric proteins,2
7RK7,7RK7_2_5,B,E,5,"B,E",7RK7_2,7RK7_5,2,5,Beta-2-microglobulin,TIL1383i (h3T) T cell receptor beta chain,Homo sapiens (9606),Homo sapiens (9606),100,253,19.6610169491525,heteromeric proteins,2
7NA5,7NA5_2_5,B,E,5,"B,E",7NA5_2,7NA5_5,2,5,Beta-2-microglobulin,47BE7 TCR beta chain,Homo sapiens (9606),Mus musculus (10090),100,263,17.8571428571429,heteromeric proteins,2
7KDF,7KDF_3_5,C,E,5,"C,E",7KDF_3,7KDF_5,3,5,Spc24,STU2,Saccharomyces cerevisiae (4932),Saccharomyces cerevisiae (4932),100,33,14.6551724137931,heteromeric proteins,3
6YN1,6YN1_2_5,"f,k,G,L,B,Q,a,V","i,n,Y,O,J,E,d,T",5,"f,k,G,L,B,Q,a,V,i,n,Y,O,J,E,d,T",6YN1_2,6YN1_5,2,5,Histone H2B,Aprataxin and PNK-like factor,Xenopus laevis (8355),Homo sapiens (9606),100,43,15.3225806451613,heteromeric proteins,2
6YN1,6YN1_2_4,"f,k,G,L,B,Q,a,V","c,S,h,m,D,I,N,X",4,"f,k,G,L,B,Q,a,V,c,S,h,m,D,I,N,X",6YN1_2,6YN1_4,2,4,Histone H2B,Histone H4,Xenopus laevis (8355),Xenopus laevis (8355),100,84,22.6666666666667,heteromeric proteins,2
5E9D,5E9D_2_4,"B,G","I,D",4,"B,G,I,D",5E9D_2,5E9D_4,2,4,Beta-2-microglobulin,A6-TCR Valpha,Homo sapiens (9606),Homo sapiens (9606),100,129,23.7837837837838,heteromeric proteins,2
5E9D,5E9D_2_5,"B,G","E,J",5,"B,G,E,J",5E9D_2,5E9D_5,2,5,Beta-2-microglobulin,A6-TCR Vbeta,Homo sapiens (9606),Homo sapiens (9606),100,156,19.6261682242991,heteromeric proteins,2
3DMM,3DMM_2_4,B,"D,C",4,"B,D,C",3DMM_2,3DMM_4,2,4,Beta-2 microglobulin,T-cell surface glycoprotein CD8 alpha chain,Mus musculus (10090),Mus musculus (10090),100,166,19.2825112107623,heteromeric proteins,2
3DMM,3DMM_2_5,B,D,5,"B,D",3DMM_2,3DMM_5,2,5,Beta-2 microglobulin,T-cell surface glycoprotein CD8 beta chain,Mus musculus (10090),Mus musculus (10090),100,150,21.3592233009709,heteromeric proteins,2
1OGA,1OGA_2_4,B,D,4,"B,D",1OGA_2,1OGA_4,2,4,BETA-2-MICROGLOBULIN,T-CELL RECEPTOR ALPHA CHAIN V REGION,HOMO SAPIENS (9606),HOMO SAPIENS (9606),100,215,17.5373134328358,heteromeric proteins,2
